matricul	departem	ptvente	sexe	age	sitfamil	anciente	csp	codeqlt	nbimpaye	mtrejet	nbopguic	moycred3	aveparmo	endette	engagemt	engagemc	engagemm	nbcptvue	moysold3	moycredi	agemvt	nbop	mtfactur	engageml	nbvie	mtvie	nbeparmo	mteparmo	nbeparlo	mteparlo	nblivret	mtlivret	nbeparlt	mteparlt	nbeparte	mteparte	nbbon	mtbon	nbpaiecb	nbcb	nbcbptar	avtscpte	aveparfi	cartevp	sexer	cartevpr	nbjdebit
1251804	31	2	Sfem	62	Fdiv	283	Psan	A	0	0	1	18	901767	0	0	0	0	1	7015	18	13	35	0	0	1	434097	5	901767	2	529193	2	143625	1	228949	0	0	0	0	2	1	0	1379220	462673	Cnon	1	0	0
1252486	31	2	Shom	46	Fmar	198	Pcad	A	0	0	1	24	90769	20	260467	0	0	1	4771	22	13	51	0	260467	0	0	4	90769	2	49761	2	41008	0	0	0	0	0	0	0	1	0	96430	0	Cnon	0	0	0
1253572	31	2	Sfem	62	Fmar	157	Psan	.	0	0	0	0	689	0	0	0	0	0	0	0	0	0	0	0	0	0	1	689	0	0	1	689	0	0	0	0	0	0	.	0	0	689	0	Cnon	1	0	0
1253621	31	1	Sfem	35	Fcel	185	Pcad	B	0	0	0	16	7136	0	0	0	0	1	6667	16	14	31	0	0	0	0	1	7136	1	7136	0	0	0	0	0	0	0	0	3	1	0	23769	0	Cnon	1	0	2
1253792	31	2	Sfem	43	Fdiv	148	Pemp	C	0	0	1	3	0	0	0	0	0	1	126582	3	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	126509	0	Cnon	1	0	0
1253928	31	3	Sfem	25	Fcel	142	Psan	C	0	0	0	1	809	0	0	0	0	1	1352	1	13	15	10000	0	0	0	1	809	0	0	1	809	0	0	0	0	0	0	0	1	1	10632	0	Cnon	1	0	2
1254196	31	2	Shom	21	Fcel	131	Psan	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	0	0	0
1256165	11	1	Sfem	32	Fsep	111	Pemp	B	0	0	0	15	63567	19	173002	0	0	2	3961	13	14	29	0	173002	0	0	4	63567	2	33567	2	30000	0	0	0	0	0	0	6	1	0	77651	0	Cnon	1	0	0
1257687	31	1	Sfem	32	Fcel	79	Pemp	C	0	0	0	0	665	0	0	0	0	1	2193	0	14	2	0	0	0	0	2	665	0	0	2	665	0	0	0	0	0	0	1	1	0	1439	0	Cnon	1	0	0
1259388	31	2	Sfem	35	F.	62	Pemp	B	0	0	1	4	107	0	0	0	0	1	1626	4	13	39	12000	0	0	0	1	107	0	0	1	107	0	0	0	0	0	0	11	1	0	2589	0	Cnon	1	0	5
1259796	31	1	Sfem	34	Fuli	121	Pcad	A	0	0	0	21	147923	5	27483	0	27483	2	4507	21	13	46	0	0	0	0	3	147923	1	144485	2	3438	0	0	0	0	0	0	17	2	0	157724	0	Cnon	1	0	3
1261282	31	2	Shom	28	Fmar	42	Psan	C	0	0	3	14	0	0	0	0	0	1	2778	14	13	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	7119	0	Cnon	0	0	11
1270161	31	2	Shom	33	Fmar	121	Pcad	B	0	0	0	29	52746	0	0	0	0	1	14013	29	13	83	0	0	0	0	4	52746	2	22762	2	29984	0	0	0	0	0	0	20	3	1	72633	0	Cnon	0	0	0
1270333	31	2	Sfem	31	Fcel	110	Psan	D	0	0	0	39	266	0	0	0	0	1	4443	39	15	14	0	0	0	0	2	266	0	0	2	266	0	0	0	0	0	0	6	2	1	2938	0	Cnon	1	0	15
1322982	31	1	Shom	65	Fmar	316	Pcad	A	0	0	2	35	28029	6	12172	0	0	1	9529	35	13	75	0	12172	1	84117	4	28029	2	16290	2	11739	0	0	0	0	0	0	17	1	0	242036	121843	Cnon	0	0	4
1332460	31	2	Shom	40	Fmar	94	Pemp	B	0	0	0	6	57509	0	0	0	0	1	5268	6	13	23	0	0	1	15585	1	57509	1	57509	0	0	0	0	0	0	0	0	4	1	0	76879	15585	Cnon	0	0	0
1332683	45	1	Shom	41	Fmar	90	Pcad	B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	0	0	0
1333915	31	1	Sfem	47	Fmar	167	Pcad	A	0	0	0	19	117452	0	0	0	0	1	3544	18	14	36	15000	0	1	121545	3	117452	1	71103	2	46349	0	0	0	0	0	0	16	1	0	242732	121545	Cnon	1	0	3
1334421	.	3	Sfem	38	Fcel	67	Pemp	C	0	0	0	0	0	0	0	0	0	1	-2238	0	16	3	0	0	0	0	3	0	2	0	1	0	0	0	0	0	0	0	0	1	0	993	0	Cnon	1	0	76
1335795	31	1	Sfem	48	Fuli	49	Pemp	B	0	0	1	13	0	0	0	0	0	1	5168	13	13	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	9088	0	Cnon	1	0	0
1340327	31	3	Sfem	57	Fcel	307	Pemp	B	0	0	2	11	3183	0	0	0	0	1	2838	11	13	38	26000	0	0	0	1	3183	0	0	1	3183	0	0	0	0	0	0	11	1	0	7819	500	Cnon	1	0	34
1340471	31	1	Shom	52	Fmar	304	Psan	C	0	0	0	0	0	0	0	0	0	1	1675	0	37	2	103100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	932	0	Cnon	0	0	0
1341444	75	3	Sfem	43	Fcel	278	Pcad	A	0	0	1	30	169421	0	0	0	0	1	19627	25	13	22	0	0	0	0	3	169421	2	135284	1	34137	0	0	0	0	0	0	10	1	0	202618	0	Cnon	1	0	0
1342937	31	1	Shom	53	Fmar	240	Pcad	D	0	-5	0	5	118230	78	409008	75960	333048	1	-67074	5	13	10	90920	0	0	0	1	118230	1	118230	0	0	0	0	0	0	0	0	0	1	0	118230	0	Cnon	0	0	90
1344160	31	3	Shom	47	Fcel	215	Pcad	D	0	0	1	10	70374	0	0	0	0	1	86787	10	13	3	0	0	0	0	2	70374	2	70374	0	0	0	0	0	0	0	0	0	1	0	168287	0	Cnon	0	0	0
1345527	31	1	Sfem	54	Fmar	185	Pemp	D	0	-2	2	13	268	7	20450	20450	0	1	-5163	13	13	27	187560	0	0	0	1	268	0	0	1	268	0	0	0	0	0	0	9	1	0	468	200	Cnon	1	0	77
1347052	75	3	Sfem	23	Fcel	147	Psan	A	0	0	1	17	159247	0	0	0	0	1	17641	17	13	33	0	0	0	0	2	159247	2	159247	0	0	0	0	0	0	0	0	17	1	0	179540	0	Cnon	1	0	0
1348595	31	3	Sfem	34	Fcel	97	Pcad	.	0	0	0	0	0	0	0	0	0	1	525	0	79	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	.	0	0	615	0	Cnon	1	0	0
1352981	31	1	Sfem	53	Fcel	172	Pcad	C	0	0	0	1	4500	0	156124	0	42927	1	5103	1	13	31	0	113197	0	0	3	4500	2	2000	1	2500	0	0	0	0	0	0	16	1	0	7610	500	Cnon	1	0	0
1353440	31	2	Sfem	30	Fcel	144	Pemp	A	0	0	0	18	58420	0	0	0	0	2	4716	18	13	34	0	0	0	0	3	58420	2	0	1	58420	0	0	0	0	0	0	13	1	0	70026	0	Cnon	1	0	2
1353988	69	3	Shom	37	Fmar	101	Pcad	D	0	0	2	27	127	0	0	0	0	1	11499	27	13	36	0	0	0	0	1	127	0	0	1	127	0	0	0	0	0	0	17	1	0	13234	0	Cnon	0	0	0
1421629	31	1	Shom	63	Fmar	825	Pouv	C	0	0	3	15	0	0	0	0	0	1	8654	15	13	41	48000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12663	0	Cnon	0	0	0
1431055	31	1	Shom	45	Fmar	817	Pinc	.	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	1	191	0	0	1	191	0	0	0	0	0	0	.	0	0	191	0	Cnon	0	0	0
1440389	31	2	Shom	57	Fmar	302	Pemp	B	0	0	6	12	14766	0	0	0	0	1	4565	12	13	55	0	0	0	0	1	14766	0	0	1	14766	0	0	0	0	0	0	1	1	0	16013	0	Cnon	0	0	0
1441107	31	1	Sfem	42	Fcel	282	Pemp	D	0	0	0	9	2897	0	0	0	0	1	7082	9	14	13	0	0	0	0	1	2897	0	0	0	0	1	2897	0	0	0	0	0	1	0	14089	0	Cnon	1	0	0
1441287	31	2	Shom	52	Fdiv	278	Pemp	.	0	0	0	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	1	775	0	0	1	775	0	0	0	0	0	0	.	0	0	775	0	Cnon	0	0	0
1442807	31	1	Shom	63	Fmar	244	Pret	B	0	0	0	13	742	7	8574	8574	0	2	10615	13	13	57	53920	0	0	0	2	742	1	0	1	742	0	0	0	0	0	0	21	2	0	5506	0	Cnon	0	0	11
1444022	31	1	Shom	36	Fcel	214	Pcad	D	0	0	1	29	14501	7	13369	0	13369	1	5877	29	13	49	0	0	0	0	2	14501	1	2001	1	12500	0	0	0	0	0	0	10	2	1	19773	0	Cnon	0	0	1
1444760	31	1	Sfem	40	Fmar	195	Psan	C	0	0	0	2	0	0	0	0	0	1	4972	2	27	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	5171	0	Cnon	1	0	0
1444770	31	1	Shom	39	Fcel	194	Pouv	B	0	0	2	13	0	9	18014	18014	0	1	6629	13	13	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	11222	0	Cnon	0	0	0
1444967	31	1	Sfem	61	Fmar	285	Pcad	B	0	0	0	7	342	0	0	0	0	1	9384	7	13	18	1266	0	0	0	1	342	0	0	1	342	0	0	0	0	0	0	.	0	0	10645	0	Cnon	1	0	0
1446050	31	1	Shom	30	Fcel	159	Pouv	D	0	0	3	14	0	0	0	0	0	1	4259	14	13	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	857	0	Cnon	0	0	5
1446139	31	1	Sfem	58	Fmar	156	Pcad	A	0	0	2	14	136545	19	163239	0	0	1	3650	14	13	48	31000	163239	0	0	2	136545	0	0	2	136545	0	0	0	0	0	0	.	0	0	165091	22418	Cnon	1	0	0
1446398	82	1	Shom	59	Fdiv	221	Pemp	A	0	0	5	25	157081	0	0	0	0	1	2420	13	14	45	12000	0	0	0	3	157081	1	74942	2	82139	0	0	0	0	0	0	13	1	0	160182	0	Cnon	0	0	15
1451038	31	2	Sfem	38	Fmar	190	Pcad	A	0	0	1	19	120759	8	13869	13869	0	1	-869	18	13	50	156000	0	0	0	2	120759	1	120590	1	169	0	0	0	0	0	0	26	2	1	121059	300	Cnon	1	0	40
1452267	31	4	Shom	49	Fcel	114	Pcad	D	0	0	0	2	0	0	0	0	0	1	2344	2	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	2357	0	Cnon	0	0	0
1452312	31	4	Shom	36	Fcel	113	Pcad	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	0	0	0
1452372	31	4	Shom	53	Fmar	110	Pcad	D	0	0	1	11	0	0	0	0	0	1	8038	11	13	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	20949	0	Cnon	0	0	0
1452460	31	2	Shom	59	Fmar	106	Pemp	A	0	0	0	0	97293	0	0	0	0	1	4138	0	23	1	0	0	0	0	3	97293	1	40448	2	56845	0	0	0	0	0	0	0	2	0	201602	101122	Cnon	0	0	0
1470456	31	1	Sfem	52	Fdiv	151	Pemp	C	0	0	0	0	0	0	0	0	0	1	2773	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	0	0	Cnon	1	0	0
1470770	31	1	Shom	34	Fcel	145	Pouv	D	0	0	1	8	27827	0	0	0	0	1	1647	7	13	10	0	0	0	0	4	27827	2	21615	2	6212	0	0	0	0	0	0	1	1	0	32962	0	Cnon	0	0	30
1471063	31	1	Sfem	31	Fcel	133	Psan	B	0	0	0	12	84086	0	0	0	0	1	14446	12	14	16	0	0	0	0	1	84086	0	0	1	84086	0	0	0	0	0	0	8	1	0	93338	0	Cnon	1	0	0
1481943	31	1	Sfem	30	Fmar	73	Pemp	C	0	0	1	20	0	0	0	0	0	1	6592	20	13	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4874	0	Cnon	1	0	5
1482759	31	1	Shom	46	Fcel	36	Pemp	C	0	0	0	0	0	0	1841	0	1841	1	2602	0	40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	253221	251756	Cnon	0	0	0
1482854	31	1	Shom	23	F.	62	Psan	C	0	0	0	1	2976	0	0	0	0	1	7154	1	13	1	0	0	0	0	2	2976	1	2814	1	162	0	0	0	0	0	0	0	1	1	11667	0	Cnon	0	0	0
1483217	31	1	Shom	37	Fmar	57	Pcad	C	0	0	1	0	0	48	10754	0	10754	1	298	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	526	0	Cnon	0	0	0
1483761	31	1	Shom	25	F.	50	Pouv	B	0	0	1	9	18623	19	14936	0	14936	1	5302	9	14	29	0	0	1	23381	3	18623	2	18380	1	243	0	0	0	0	0	0	19	1	0	43387	23381	Cnon	0	0	0
1484346	31	1	Shom	47	F.	43	Pemp	D	0	0	2	9	48817	0	0	0	0	1	2556	9	13	8	0	0	0	0	2	48817	1	48344	1	473	0	0	0	0	0	0	.	0	0	49752	0	Cnon	0	0	0
1513139	31	2	Shom	64	Fmar	333	Pouv	B	0	0	0	10	232326	0	0	0	0	1	4984	9	13	24	0	0	0	0	3	232326	1	87863	1	98927	1	45536	0	0	0	0	.	0	0	241984	0	Cnon	0	0	0
1513603	65	1	Sfem	47	Fmar	317	Pemp	B	0	0	0	3	0	0	0	0	0	1	7607	3	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	6125	0	Cnon	1	0	0
1540032	65	1	Sfem	54	Fdiv	314	Pemp	D	0	0	6	30	121	0	3222	3222	0	1	716	30	13	89	0	0	0	0	1	121	0	0	1	121	0	0	0	0	0	0	21	1	0	321	200	Cnon	1	0	38
1543359	65	1	Shom	48	Fmar	225	Pagri	C	0	0	2	6	0	0	0	0	0	1	2371	6	14	14	39000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	2997	0	Cnon	0	0	0
1543827	65	3	Sfem	60	Fdiv	211	Psan	D	0	0	3	6	0	21	16229	0	16229	1	2641	6	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	1354	0	Cnon	1	0	0
1547327	31	1	Shom	60	Fmar	138	Pcad	B	0	0	0	0	0	0	0	0	0	1	4555	0	34	2	0	0	1	280875	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	282916	280875	Cnon	0	0	0
1547438	31	1	Sfem	21	Fcel	136	Psan	C	0	0	3	4	0	0	0	0	0	1	2972	4	13	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	2147	0	Cnon	1	0	0
1547469	64	1	Sfem	47	Fmar	135	Psan	B	0	0	1	12	10686	0	0	0	0	1	4103	12	13	44	36500	0	0	0	1	10686	1	10686	0	0	0	0	0	0	0	0	0	1	0	11930	0	Cnon	1	0	15
1547622	32	5	Shom	64	Fmar	131	Pcad	B	0	0	0	18	224	12	39552	0	39552	1	-1350	18	13	58	0	0	0	0	1	224	0	0	1	224	0	0	0	0	0	0	19	1	0	1184	0	Cnon	0	0	57
1548367	65	1	Sfem	29	Fmar	102	Pcad	C	0	0	0	0	195	0	0	0	0	1	94	0	21	1	0	0	0	0	1	195	0	0	1	195	0	0	0	0	0	0	.	0	0	195	0	Cnon	1	0	0
1548475	65	1	Sfem	40	Fcel	95	Pemp	B	0	0	0	20	0	0	0	0	0	1	5325	20	13	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	3177	250	Cnon	1	0	9
1560147	65	4	Sfem	59	Fmar	177	Psan	B	0	0	2	5	47110	17	21720	0	21720	1	4421	5	14	18	0	0	0	0	3	47110	1	2231	1	44879	1	0	0	0	0	0	0	1	0	53111	0	Cnon	1	0	0
1563426	32	3	Shom	31	Fuli	88	Pouv	C	0	0	1	6	0	14	98368	1353	0	1	1605	6	14	33	0	97015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	Cnon	0	0	14
1563675	65	3	Sfem	41	Fcel	81	Psan	.	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	2	290	0	0	2	290	0	0	0	0	0	0	.	0	0	290	0	Cnon	1	0	0
1563933	65	1	Shom	28	Fcel	75	Pemp	C	0	0	0	6	0	18	40778	0	40778	1	4456	6	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	7947	0	Cnon	0	0	0
1564552	65	5	Sfem	41	Fcel	63	Pcad	.	0	0	0	0	3698	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3698	1	3698	0	0	0	0	0	0	0	0	.	0	0	3698	0	Cnon	1	0	0
1564834	65	1	Sfem	44	Fuli	57	Pemp	D	0	0	0	1	177	45	48912	0	48912	1	205	1	13	3	0	0	0	0	1	177	0	0	1	177	0	0	0	0	0	0	.	0	0	1515	0	Cnon	1	0	6
1565135	65	4	Sfem	31	Fmar	49	Pemp	C	0	0	0	8	0	0	0	0	0	3	4371	8	13	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	8840	0	Cnon	1	0	0
1565139	65	1	Sfem	22	Fcel	49	Psan	C	0	0	2	1	0	0	0	0	0	1	660	1	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	9039	0	Cnon	1	0	0
1565403	31	2	Sfem	25	Fcel	42	Psan	C	0	0	3	2	17733	0	0	0	0	1	977	2	14	23	0	0	0	0	1	17733	1	17733	0	0	0	0	0	0	0	0	10	1	0	18054	0	Cnon	1	0	1
1620257	31	3	Shom	60	Fmar	833	Pcad	A	0	0	2	48	143572	7	18401	18401	0	1	31761	45	13	31	45000	0	0	0	3	143572	2	114049	1	29523	0	0	0	0	0	0	10	1	0	200939	4823	Cnon	0	0	0
1631079	82	3	Shom	65	Fmar	813	Pouv	A	0	0	0	13	98172	38	213391	15986	21727	1	2745	11	13	30	216384	175678	0	0	3	98172	2	65804	1	32368	0	0	0	0	0	0	5	1	0	185042	81581	Cnon	0	0	2
1642998	31	2	Shom	57	Fmar	259	Pouv	B	0	0	1	14	115	8	26895	26895	0	1	11415	14	13	53	438	0	0	0	1	115	0	0	1	115	0	0	0	0	0	0	10	1	0	19023	200	Cnon	0	0	0
1647388	31	3	Sfem	60	Fmar	236	Pcad	B	0	0	0	0	71780	0	12596	12596	0	1	255	0	146	0	0	0	0	0	3	71780	3	71780	0	0	0	0	0	0	0	0	.	0	0	79035	7000	Cnon	1	0	0
1648920	31	3	Sfem	32	Fmar	96	Psan	C	0	0	5	5	0	0	1015	1015	0	1	161	5	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Cnon	1	0	51
1741830	31	3	Shom	58	Fdiv	256	Pcad	D	0	-2	4	13	324	2	6944	0	6944	1	-2807	12	14	36	0	0	0	0	2	324	1	0	1	324	0	0	0	0	0	0	0	1	1	4815	0	Cnon	0	0	68
1742180	31	3	Shom	65	Fmar	244	Pinc	B	0	0	0	10	221232	0	0	0	0	1	16610	10	13	21	0	0	0	0	3	221232	1	75512	2	145720	0	0	0	0	0	0	.	0	0	236885	200	Cnon	0	0	0
1743192	31	3	Shom	37	Fcel	209	Psan	C	0	0	0	0	146	0	0	0	0	1	501	0	.	0	0	0	0	0	1	146	0	0	1	146	0	0	0	0	0	0	.	0	0	647	0	Cnon	0	0	0
1743295	31	4	Sfem	30	Fcel	205	Pemp	B	0	0	0	5	2390	0	0	0	0	1	3668	5	13	29	0	0	0	0	1	2390	0	0	1	2390	0	0	0	0	0	0	0	1	0	2553	0	Cnon	1	0	2
1743375	31	2	Sfem	63	Fmar	263	Pemp	.	0	0	0	0	1569	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1569	0	0	1	1569	0	0	0	0	0	0	.	0	0	1569	0	Cnon	1	0	0
1744033	31	3	Shom	27	Fcel	184	Psan	B	0	0	0	15	0	0	0	0	0	1	24695	15	13	19	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	1	0	31776	9045	Cnon	0	0	0
1744095	.	3	Shom	33	Fcel	182	Psan	A	0	0	0	7	39930	0	0	0	0	1	-7248	7	13	22	0	0	1	2097916	2	39930	0	0	2	39930	0	0	0	0	0	0	12	2	0	2139492	2098116	Cnon	0	0	58
1744219	31	3	Shom	35	Fcel	178	Psan	C	0	0	0	0	0	0	0	0	0	1	328	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	7328	7000	Cnon	0	0	0
1744901	31	1	Shom	32	Fcel	154	Pcad	B	0	0	0	8	878	0	0	0	0	1	8529	8	14	20	0	0	0	0	2	878	0	0	1	131	1	747	0	0	0	0	0	1	1	10820	0	Cnon	0	0	0
1745446	31	1	Sfem	37	Fcel	136	Pouv	B	0	0	3	5	92133	0	0	0	0	1	18998	5	13	30	0	0	0	0	2	92133	1	51249	1	40884	0	0	0	0	0	0	7	1	0	109938	0	Cnon	1	0	0
1745714	31	3	Shom	51	Fmar	127	Pemp	A	0	0	0	26	172571	0	0	0	0	2	24283	26	14	37	0	0	1	33346	2	172571	1	115867	1	56704	0	0	0	0	0	0	13	3	2	262991	39526	Cnon	0	0	0
1745836	31	2	Sfem	29	Fcel	123	Psan	C	0	0	0	0	0	0	0	0	0	1	16422	0	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15627	0	Cnon	1	0	0
1746583	31	2	Sfem	30	Fcel	153	Psan	B	0	0	0	30	108	0	0	0	0	1	2515	30	13	35	35000	0	0	0	1	108	0	0	1	108	0	0	0	0	0	0	16	1	0	3722	0	Cnon	1	0	41
1747141	31	3	Sfem	27	Fcel	102	Pemp	C	0	0	1	7	27947	0	2020	2020	0	1	1163	7	13	35	0	0	0	0	3	27947	1	26742	2	1205	0	0	0	0	0	0	0	1	1	27947	0	Cnon	1	0	27
1747486	31	3	Shom	42	Fmar	94	Pcad	D	0	0	0	0	0	0	0	0	0	1	0	0	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	152	0	Cnon	0	0	0
1840155	47	1	Shom	46	Fmar	303	Pemp	A	0	0	0	31	8000	0	0	0	0	1	4542	21	14	43	31400	0	0	0	2	8000	0	0	2	8000	0	0	0	0	0	0	13	1	0	12545	0	Cnon	0	0	1
1841915	32	1	Shom	21	Fcel	180	Psan	.	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	1	433	0	0	1	433	0	0	0	0	0	0	.	0	0	433	0	Cnon	0	0	0
1842250	32	1	Shom	52	Fmar	158	Pcad	C	0	0	2	31	39800	14	29551	24042	5509	1	3925	14	15	48	0	0	0	0	2	39800	2	39800	0	0	0	0	0	0	0	0	15	2	1	48937	500	Cnon	0	0	3
1843107	31	1	Shom	29	Fcel	208	Psan	B	0	0	0	0	163719	0	0	0	0	1	157	0	205	0	0	0	0	0	2	163719	2	163719	0	0	0	0	0	0	0	0	.	0	0	163875	0	Cnon	0	0	0
1843330	77	4	Shom	26	Fmar	99	Psan	A	0	0	0	47	99999	0	0	0	0	1	8633	14	13	51	0	0	0	0	2	99999	2	99999	0	0	0	0	0	0	0	0	26	2	0	115628	0	Cnon	0	0	0
1843706	32	1	Shom	26	Fcel	88	Psan	.	0	0	0	0	37104	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37104	1	37104	0	0	0	0	0	0	0	0	.	0	0	37104	0	Cnon	0	0	0
1843784	32	4	Shom	60	Fmar	85	Pcad	D	0	0	1	19	15544	12	99206	0	99206	1	3876	19	13	45	0	0	0	0	2	15544	0	0	2	15544	0	0	0	0	0	0	8	1	0	19890	0	Cnon	0	0	0
1846958	32	3	Shom	34	Fmar	56	Pemp	C	0	0	0	11	0	28	184584	0	0	1	2481	11	15	27	0	184584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	725	0	Cnon	0	0	7
1847382	32	1	Shom	56	Fmar	48	Psan	D	0	0	0	4	139	47	3690	0	3690	1	2127	4	15	12	0	0	0	0	1	139	0	0	1	139	0	0	0	0	0	0	0	1	1	757	0	Cnon	0	0	3
1940715	31	2	Shom	48	Fmar	302	Pcad	A	0	0	0	12	160342	0	0	0	0	1	1636	12	13	19	10000	0	0	0	2	160342	2	160342	0	0	0	0	0	0	0	0	9	2	1	169649	200	Cnon	0	0	3
1940826	31	1	Shom	53	Fmar	300	Pcad	B	0	0	2	23	30000	8	116975	0	0	1	6444	23	13	49	0	116975	0	0	1	30000	0	0	1	30000	0	0	0	0	0	0	0	2	1	40237	0	Cnon	0	0	0
1943953	31	1	Shom	54	Fmar	234	Pemp	A	0	0	3	39	332628	0	0	0	0	1	73650	39	14	73	0	0	0	0	3	332628	1	101470	2	231158	0	0	0	0	0	0	20	1	0	369958	0	Cnon	0	0	0
1945818	82	1	Shom	49	Fdiv	202	Pcad	B	0	0	2	41	36849	0	0	0	0	1	13873	36	14	30	21490	0	0	0	2	36849	0	0	2	36849	0	0	0	0	0	0	.	0	0	51464	200	Cnon	0	0	1
1945822	31	2	Shom	50	Fmar	198	Pcad	B	0	0	0	13	18435	0	0	0	0	1	5829	13	15	9	0	0	0	0	3	18435	2	18277	1	158	0	0	0	0	0	0	0	1	0	22231	0	Cnon	0	0	0
1946425	31	1	Shom	64	F.	846	Pcad	C	0	0	1	36	115	42	553078	22411	53828	1	-11817	36	13	46	41000	476839	0	0	1	115	0	0	1	115	0	0	0	0	0	0	19	1	0	615	500	Cnon	0	0	80
1947936	31	1	Shom	34	Fcel	151	Pcad	B	0	0	0	0	3783	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3783	1	3783	0	0	0	0	0	0	0	0	.	0	0	3783	0	Cnon	0	0	0
1948567	31	4	Shom	42	Fmar	137	Pcad	B	0	0	1	20	0	0	0	0	0	1	19738	20	14	57	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	27334	0	Cnon	0	0	0
1948586	31	1	Sfem	27	Fcel	136	Psan	.	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	1	170	0	0	1	170	0	0	0	0	0	0	.	0	0	170	0	Cnon	1	0	0
1949061	31	1	Sfem	35	Fsep	124	Pemp	D	0	0	2	5	16926	0	5475	5475	0	1	-2540	5	13	20	72000	0	0	0	2	16926	1	16926	1	0	0	0	0	0	0	0	6	1	0	17032	0	Cnon	1	0	75
1949905	.	1	Sfem	25	Fcel	218	Psan	D	0	0	0	0	10133	0	0	0	0	1	0	0	223	0	0	0	0	0	1	10133	1	10133	0	0	0	0	0	0	0	0	0	1	0	10815	0	Cnon	1	0	0
1951789	31	1	Shom	52	Fmar	79	Pcad	B	0	0	5	36	0	0	0	0	0	1	-607	36	13	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	2	0	4751	328	Cnon	0	0	50
1953926	31	2	Shom	18	Fcel	51	Psan	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	12098	0	Cnon	0	0	0
1954176	31	2	Sfem	35	Fcel	47	Pouv	C	0	0	1	1	0	0	0	0	0	1	1644	1	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	0	0	1339	0	Cnon	1	0	0
